true_utility,false_utility,complexity
2.527,2.527,0.6426666666666667
1.717,6.467,0.804
3.823,4.244,0.831
2.383,6.423,0.78
3.253,3.283,0.801
2.491,4.565,0.78
3.509,4.282,0.813
3.16,5.316,0.6133333333333333
2.603,2.603,0.6213333333333333
3.465,3.576,0.777
3.197,4.7,0.846
3.587,4.343,0.801
3.525,3.537,0.6586666666666666
2.492,2.648,0.771
1.077,7.607,0.6293333333333333
3.93,3.93,0.819
2.468,2.468,0.825
2.412,4.261,0.576
2.702,4.679,0.807
3.447,3.447,0.6586666666666666
3.824,3.835,0.822
2.978,2.978,0.6186666666666667
1.748,5.694,0.648
1.318,4.459,0.6613333333333333
1.774,1.787,0.792
4.287,4.329,0.777
4.0,4.052,0.5973333333333334
3.598,3.598,0.6506666666666666
2.498,2.498,0.78
3.484,3.484,0.81
2.52,2.52,0.64
3.842,3.842,0.6533333333333333
3.648,3.648,0.771
2.339,2.339,0.6186666666666667
3.438,3.561,0.777
1.442,8.184,0.834
4.693,4.693,0.648
2.657,2.657,0.762
1.4,8.39,0.798
2.138,5.237,0.885
4.021,4.021,0.804
3.141,3.141,0.834
1.525,9.44,0.855
4.096,4.096,0.801
2.429,4.887,0.6613333333333333
3.416,3.416,0.6373333333333333
3.367,3.591,0.774
3.603,3.603,0.6373333333333333
2.287,3.215,0.78
3.298,3.88,0.6026666666666667
3.5,3.932,0.771
3.342,3.466,0.783
3.338,3.338,0.768
1.631,6.821,0.819
3.265,3.265,0.858
2.536,2.536,0.6133333333333333
3.323,4.128,0.664
3.931,4.709,0.858
3.809,4.46,0.819
3.241,5.34,0.876
2.613,4.714,0.783
3.604,3.64,0.816
3.532,3.532,0.777
2.632,2.632,0.6213333333333333
1.618,6.313,0.759
2.808,2.895,0.6533333333333333
3.058,3.058,0.855
1.429,7.175,0.843
3.212,3.212,0.792
3.869,3.907,0.765
3.764,3.764,0.5546666666666666
3.325,3.325,0.897
2.636,3.121,0.789
1.732,7.471,0.759
2.502,2.755,0.624
1.753,7.177,0.6693333333333333
3.85,4.557,0.861
2.936,2.936,0.6426666666666667
2.637,2.637,0.6106666666666667
2.726,2.726,0.798
2.807,2.807,0.5813333333333334
2.509,2.509,0.816
0.782,8.419,0.624
4.024,4.024,0.6186666666666667
3.872,4.744,0.834
3.136,3.136,0.783
3.094,3.148,0.855
3.137,3.207,0.6346666666666667
3.782,3.848,0.879
2.154,8.057,0.672
2.171,6.66,0.822
2.046,2.046,0.81
2.943,2.943,0.648
3.315,3.315,0.804
2.898,3.5,0.822
2.799,2.929,0.801
2.475,2.498,0.6586666666666666
1.809,1.809,0.6293333333333333
3.892,4.203,0.822
3.279,3.324,0.783
4.394,4.394,0.792
2.449,2.449,0.6693333333333333
2.964,2.997,0.771
3.078,7.611,0.771
1.708,2.897,0.81
2.508,3.174,0.789
2.525,2.576,0.6586666666666666
2.422,2.465,0.64
2.085,5.02,0.568
1.87,7.073,0.6
1.617,6.422,0.5893333333333334
2.797,4.199,0.632
3.191,5.284,0.801
3.433,3.433,0.592
2.923,2.923,0.807
2.784,2.818,0.608
3.238,3.247,0.672
2.683,2.683,0.792
3.783,3.783,0.6426666666666667
3.398,3.585,0.762
3.036,3.267,0.864
2.017,3.266,0.78
1.63,2.992,0.6266666666666667
3.294,4.351,0.648
3.403,3.403,0.774
3.06,3.06,0.771
5.231,5.585,0.879
3.573,3.573,0.6666666666666666
2.33,4.15,0.6506666666666666
3.513,3.513,0.837
2.345,2.345,0.759
3.187,4.709,0.891
2.445,2.445,0.816
2.952,3.025,0.6
4.056,4.189,0.834
1.793,2.398,0.774
2.189,5.988,0.6693333333333333
2.239,2.239,0.672
1.236,6.241,0.765
3.503,3.503,0.6453333333333333
1.432,8.236,0.822
2.183,2.841,0.6586666666666666
2.842,2.842,0.792
1.342,4.806,0.777
2.34,3.762,0.664
2.908,2.908,0.765
2.624,2.624,0.783
3.473,3.473,0.632
1.849,1.849,0.5653333333333334
2.476,2.993,0.819
2.204,2.204,0.664
3.669,3.669,0.882
3.734,3.734,0.789
2.928,2.928,0.64
3.726,3.75,0.777
1.671,7.473,0.789
2.427,2.427,0.6613333333333333
0.471,9.941,0.624
2.116,5.799,0.777
3.15,3.15,0.6533333333333333
3.296,3.296,0.664
4.543,4.75,0.828
1.106,5.343,0.768
3.363,3.363,0.819
3.604,3.672,0.822
2.151,7.71,0.5893333333333334
2.486,2.506,0.6053333333333333
3.823,3.823,0.846
4.241,4.57,0.78
1.453,6.627,0.6506666666666666
1.127,7.309,0.6
3.456,3.456,0.795
1.096,5.4,0.816
2.199,2.988,0.81
2.753,2.753,0.6586666666666666
0.947,7.257,0.804
3.594,3.799,0.849
2.49,4.494,0.858
2.864,2.874,0.6666666666666666
3.468,4.091,0.855
2.814,2.814,0.6293333333333333
2.606,3.095,0.648
2.052,3.153,0.846
2.563,2.563,0.6186666666666667
4.151,4.151,0.807
2.598,2.609,0.5813333333333334
2.979,2.979,0.5786666666666667
3.756,3.756,0.786
2.242,4.136,0.825
1.041,10.206,0.792
3.458,3.904,0.777
2.944,2.944,0.759
1.962,3.822,0.813
1.331,4.703,0.813
3.921,4.003,0.78
2.857,2.857,0.576
0.96,9.808,0.774
3.419,3.469,0.786
2.818,4.59,0.831
3.112,3.112,0.6506666666666666
2.934,2.934,0.664
3.208,3.569,0.864
3.662,3.662,0.822
4.256,4.256,0.807
3.174,3.656,0.771
2.033,5.006,0.6453333333333333
4.083,4.083,0.867
1.606,4.904,0.825
4.332,4.332,0.777
1.247,8.845,0.6506666666666666
2.81,2.81,0.804
2.381,2.381,0.56
2.92,2.92,0.672
2.935,2.935,0.801
3.905,3.905,0.81
4.063,4.603,0.819
3.971,4.032,0.816
2.79,2.79,0.6506666666666666
2.707,2.707,0.774
4.132,4.29,0.771
3.411,3.411,0.807
1.675,6.512,0.786
2.775,4.596,0.608
1.223,7.531,0.616
2.861,3.872,0.828
2.231,2.231,0.792
2.472,2.947,0.762
3.47,3.47,0.846
3.177,3.177,0.6693333333333333
2.88,2.88,0.6
2.598,5.231,0.792
1.522,3.83,0.6266666666666667
4.019,4.134,0.822
2.732,2.967,0.813
2.718,2.718,0.771
1.392,7.692,0.6453333333333333
4.291,4.441,0.846
4.493,4.493,0.6266666666666667
4.341,4.394,0.84
2.633,5.036,0.825
2.797,2.797,0.632
3.259,3.798,0.786
2.763,2.763,0.6693333333333333
1.432,6.035,0.656
3.495,3.495,0.849
3.001,3.001,0.648
2.954,5.244,0.786
2.635,5.437,0.813
1.804,6.56,0.774
3.415,4.415,0.9
3.402,3.553,0.834
2.554,2.554,0.672
3.727,3.786,0.81
3.058,3.058,0.759
2.856,2.856,0.825
3.048,3.1,0.789
3.096,4.008,0.801
1.347,6.961,0.843
0.518,8.757,0.624
2.448,2.448,0.768
4.028,4.028,0.819
3.776,4.126,0.774
2.804,2.804,0.6693333333333333
3.595,3.694,0.819
2.911,2.972,0.792
3.802,4.141,0.6346666666666667
3.068,3.068,0.825
2.284,4.111,0.819
4.36,4.36,0.768
2.916,7.462,0.828
3.451,3.536,0.78
2.406,2.406,0.6293333333333333
2.882,3.224,0.813
2.962,2.962,0.5786666666666667
4.299,4.443,0.81
1.852,1.852,0.616
1.644,6.115,0.834
3.707,3.779,0.6533333333333333
2.137,2.462,0.813
1.882,7.357,0.777
3.078,3.142,0.6586666666666666
3.242,3.242,0.789
4.431,4.468,0.891
4.815,4.853,0.861
2.591,2.684,0.774
3.283,3.283,0.6506666666666666
2.399,3.718,0.876
3.05,3.133,0.624
0.692,8.56,0.6453333333333333
1.971,2.027,0.592
3.641,3.923,0.825
2.937,2.981,0.81
3.986,3.986,0.807
4.54,5.355,0.912
2.974,2.974,0.672
3.417,3.946,0.84
2.538,2.538,0.672
4.986,5.09,0.864
2.656,2.656,0.774
3.14,3.149,0.84
3.397,3.568,0.648
3.571,4.128,0.78
2.739,5.502,0.6586666666666666
0.493,10.132,0.762
3.059,3.059,0.6106666666666667
2.524,2.524,0.768
4.046,4.747,0.885
3.712,3.712,0.876
2.968,2.968,0.672
3.357,4.421,0.828
3.312,4.632,0.849
4.651,4.651,0.87
2.804,3.478,0.768
3.754,3.754,0.804
3.802,3.802,0.807
0.733,9.814,0.6186666666666667
3.644,3.644,0.648
3.367,3.367,0.6346666666666667
3.242,3.242,0.891
2.47,2.47,0.64
4.726,4.816,0.843
2.972,2.972,0.783
3.687,4.937,0.849
1.486,9.148,0.6586666666666666
2.855,2.855,0.6213333333333333
3.685,3.685,0.804
4.245,4.245,0.6373333333333333
3.197,3.197,0.765
4.204,5.72,0.6613333333333333
2.692,2.904,0.831
0.659,10.05,0.6026666666666667
1.746,3.242,0.783
3.198,3.781,0.648
2.748,2.796,0.771
2.695,2.695,0.6453333333333333
3.03,3.03,0.801
3.224,3.224,0.855
2.467,3.182,0.834
2.129,2.172,0.795
3.508,3.508,0.774
3.233,3.233,0.6613333333333333
3.183,4.416,0.867
2.952,3.047,0.759
0.805,7.887,0.6
3.986,4.119,0.798
2.441,2.784,0.813
2.567,2.567,0.6426666666666667
2.701,2.981,0.6053333333333333
4.525,4.525,0.664
2.185,4.789,0.777
3.331,3.695,0.825
2.341,2.341,0.6106666666666667
4.472,4.472,0.6586666666666666
2.502,4.608,0.762
2.597,2.597,0.813
2.647,2.647,0.855
2.057,6.252,0.6186666666666667
3.037,3.161,0.849
3.667,3.707,0.783
2.649,2.649,0.783
2.367,2.367,0.6293333333333333
1.736,2.189,0.6186666666666667
3.222,3.792,0.813
3.325,3.325,0.771
3.15,4.009,0.891
3.58,3.604,0.786
4.055,4.477,0.5866666666666667
2.603,2.603,0.6026666666666667
2.737,2.737,0.5813333333333334
2.862,2.862,0.6373333333333333
2.427,3.152,0.819
2.504,2.516,0.6693333333333333
3.605,3.605,0.792
3.321,3.321,0.6506666666666666
2.58,5.541,0.78
4.528,4.928,0.873
4.319,4.319,0.858
1.938,3.621,0.843
3.007,3.029,0.768
3.691,3.809,0.831
3.707,3.707,0.6373333333333333
3.189,3.401,0.81
4.66,4.895,0.6693333333333333
4.621,4.621,0.6293333333333333
2.174,2.955,0.6586666666666666
4.209,4.209,0.891
1.955,6.308,0.6693333333333333
3.751,3.751,0.774
2.882,2.882,0.777
1.869,7.969,0.837
4.111,4.111,0.858
4.586,4.586,0.864
2.813,2.813,0.6213333333333333
3.302,3.302,0.759
3.362,3.519,0.828
1.955,6.036,0.6586666666666666
2.462,5.722,0.819
3.96,3.96,0.664
2.017,2.568,0.6346666666666667
